text,label,source,filename
"With an average growing season of 120 days for soybeans and 150 days for corn, farmers planning to double crop plant soybeans as early as possible, usually starting in October, and plant corn right after harvesting beans, as there is little room for wasted days before the dry season arrives at the end of May",environmental_factors,pdf,arxiv_2104.12706v1_The Impact of Brazil on Global Grain Dynamics A S.pdf
"Disease incidence reached 59  in untreated controls, while treated plants showed significantly reduced symptoms",plant_disease,synthetic,unknown
"Therefore, when  selection for resistance  is discussed below, we refer to the process of winning the competition by this existing resistant strain due to its higher ﬁtness with respect to the sensitive strain in the presence of fungicide treatment",plant_genetics,pdf,arxiv_1301.6561v2_Can high risk fungicides be used in mixtures without selecti.pdf
Maturity grading of oil palm fresh fruit bunches based on a machine learning approach,technology,pdf,arxiv_2307.01530v2_Tomato Maturity Recognition with Convolutional Tra.pdf
"The findings demonstrate significant advances in understanding the complex interactions between pathogen, host, and environment",plant_disease,synthetic,unknown
Transcriptomics techniques were applied for continuous monitoring and data collection,technology,synthetic,unknown
"The increasing global population demands enhanced agricultural productivity, yet plant diseases continue to limit crop production",food_security,synthetic,unknown
This research explores advanced techniques as a novel solution for disease management in Elma,plant_disease,synthetic,unknown
Recent developments in Machine Learning have revolutionized approaches to Tuzluluk stresi management in Muz cultivation,crop_management,synthetic,unknown
"Considering that the disease areas of one image may occupy in small regions, we resize the raw image into the size of 832 832, which leads to some 20 20 score maps under VGG-CNN-VD16 conﬁguration",plant_disease,pdf,arxiv_1710.08299v1_An In-field Automatic Wheat Disease Diagnosis Syst.pdf
"The findings demonstrate significant advances in understanding the complex interactions between pathogen, host, and environment",plant_disease,synthetic,unknown
Quality control measures included duplicate sampling and blind testing protocols,food_security,synthetic,unknown
"In case we need double precision, we set a double to single precision conversion factor, because the data transfer is always done in single precision",technology,pdf,arxiv_9704029v1_Smoothed Particle Hydrodynamics with GRAPE and Par.pdf
Quality control measures included duplicate sampling and blind testing protocols,food_security,synthetic,unknown
This investigation focuses on comprehensive disease assessment to address current limitations in control strategies,plant_disease,synthetic,unknown
The application of Thermal Imaging resulted in 31  improvement in disease management compared to conventional methods,plant_disease,synthetic,unknown
"Today, computational DNA reaction networks have been programmed to perform arithmetic, digital logic, and even neural network computations for artificial intelligence applications  1693",technology,pdf,arxiv_2503.11747v1_Physical Principles of Quantum Biology.pdf
The research was conducted using comprehensive field trials and laboratory analyses over 4 growing seasons,environmental_factors,synthetic,unknown
Hindistan cevizi plants were subjected to natural disease pressure from Cücelik virüsü,plant_disease,synthetic,unknown
"to 100 parameters, shows that its behaviour can be boiled down to just three cou- pled diﬀerential equations highlighting its main features of adaptation and discrimination, and reveals the broad design principles that implement these features",plant_genetics,pdf,arxiv_1907.03891v2_Quantitative Immunology for Physicists.pdf
Recent developments in Proteomics have revolutionized approaches to Sıcaklık stresi management in Karnabahar cultivation,crop_management,synthetic,unknown
This section provides comprehensive analysis of Bioinformatics applications in Yaprak nematodu management for Fıstık production,food_security,synthetic,unknown
"Consequently, using the non-specific oxidizing enzymes from WRF seemed to be a smart approach for the elimination of recalcitrant pollutants such as bentazone  28",technology,pdf,arxiv_2011.11738v1_Remediation of bentazone contaminated water by Tra.pdf
"Potential impact of antimicrobial resistance in wildlife, environment and human health",plant_genetics,pdf,pubmed_40437581_The apple of discord can spider cocoons be equipp.pdf
"In contrast to frequently occurring coding and non-coding mutations in cutaneous melanoma, the Australian consortium resolved structural changes and novel signatures of mutagenesis in acral and mucosal melanomas, not previously identified in melanoma  8",plant_genetics,pdf,arxiv_1808.05755v2_The triennial International Pigment Cell Conference IPCC.pdf
Integration of multiple technologies offers unprecedented opportunities for sustainable agriculture practices,crop_management,synthetic,unknown
Integration of multiple technologies offers unprecedented opportunities for sustainable agriculture practices,crop_management,synthetic,unknown
This section provides comprehensive analysis of Artificial Intelligence applications in Damar berraklığı virüsü management for Nohut production,food_security,synthetic,unknown
This study investigated the application of Proteomics for improved disease management strategies,plant_disease,synthetic,unknown
"Climate change, an irrefutable global phenomenon, has also emerged as a contributory factor amplifying the prevalence and distribution of infectious diseases",environmental_factors,pdf,arxiv_2309.15936v1_Genomic Analysis and Artificial Intelligence Predicting Vir.pdf
Integration of multiple technologies offers unprecedented opportunities for sustainable agriculture practices,crop_management,synthetic,unknown
"More generally, the family Hβ recapitulates the entire clone size distribution, deﬁned in its cumulative form as the number G(E) of re- ceptor sequences with  ln p(s)   E, through a Laplace transform: Hβ   1 1  β ln  Z dG(E) e βE",plant_genetics,pdf,arxiv_1907.03891v2_Quantitative Immunology for Physicists.pdf
"The convolutional layers  parameters are denoted as  (number of layers) -conv-(kernel size)-(number of ﬁlters)- (dilation rate, if applicable) , max-pooling layers are conducted over a 2   2 pixel window with stride 2",environmental_factors,pdf,arxiv_2303.10542v1_Wheat Head Counting by Estimating a Density Map wi.pdf
Patients who do not experience the event of interest within the time window are implicitly assumed to be either still at risk at the end of the time window or to have experienced the competing event,environmental_factors,pdf,arxiv_1904.07295v1_The population-attributable fraction for time-depe.pdf
"The increasing global population demands enhanced agricultural productivity, yet plant diseases continue to limit crop production",food_security,synthetic,unknown
"Let the humidity be such that the evaporation ratio is w   1 3, which is a constant with respect to both t and d0",environmental_factors,pdf,arxiv_2011.14118v2_Risk assessment for airborne disease transmission.pdf
Therefore each site can also generate a potential roadblock for the 1Dd movement of TFs towards the other site rather than merely acting as kinetic traps,plant_genetics,pdf,arxiv_1605.09489v1_Theory on the mechanism of site-specific DNA-protein interac.pdf
All testing of the ﬁlm is done after putting it under the controlled environ- ment condition of temperature and humidity ( 75 ) inside a 12 dedicator,environmental_factors,pdf,arxiv_1909.05083v1_Developing ZnO Nanoparticle embedded Antimicrobial.pdf
"These measurements were used to determine the required actuation force for the robotic system, ensuring that the selected actuators could deliver the necessary insertion force",technology,pdf,arxiv_2505.00774v1_Design Integration and Evaluation of a Dual-Arm.pdf
Remote Sensing techniques were applied for continuous monitoring and data collection,technology,synthetic,unknown
"This approach was ﬁrst used to characterize the metabolism of bacterial growth21, but later has been applied also to eukaryotic cells22,23",plant_disease,pdf,arxiv_1705.09708v1_Characterizing steady states of genome-scale metabolic netwo.pdf
"The increasing global population demands enhanced agricultural productivity, yet plant diseases continue to limit crop production",food_security,synthetic,unknown
